2016-04-14 23:18:19 INFO  MarketplaceAuctionImpl:107 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:18:19 INFO  MarketplaceAuctionImpl:107 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:18:19 INFO  MarketplaceAuctionImpl:107 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:18:19 INFO  MarketplaceAuctionImpl:107 - Offer added: [ItemID = 1, PricePerUnit = 5, Quantity = 1, userId = Peter, type = OFFER]
2016-04-14 23:18:19 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:18:19 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:78 - Offer removed: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 24, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 15, userId = Peter, type = OFFER]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:82 - Offer reduced: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 25, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 5, Quantity = 1, userId = Peter, type = OFFER]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:36:50 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:78 - Offer removed: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 24, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 15, userId = Peter, type = OFFER]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:82 - Offer reduced: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 25, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 5, Quantity = 1, userId = Peter, type = OFFER]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:37:00 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:78 - Offer removed: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 24, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 15, userId = Peter, type = OFFER]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:82 - Offer reduced: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 25, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 5, Quantity = 1, userId = Peter, type = OFFER]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:37:03 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:78 - Offer removed: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 24, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 15, userId = Peter, type = OFFER]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:82 - Offer reduced: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 25, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 5, Quantity = 1, userId = Peter, type = OFFER]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:37:30 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:78 - Offer removed: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 24, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 15, userId = Peter, type = OFFER]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:82 - Offer reduced: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 25, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 5, Quantity = 1, userId = Peter, type = OFFER]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:52:13 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:78 - Offer removed: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 24, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 15, userId = Peter, type = OFFER]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:82 - Offer reduced: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 25, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 5, Quantity = 1, userId = Peter, type = OFFER]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-14 23:54:53 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:78 - Offer removed: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 24, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 15, userId = Peter, type = OFFER]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:82 - Offer reduced: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 25, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 5, Quantity = 1, userId = Peter, type = OFFER]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-15 00:05:58 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:78 - Offer removed: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 24, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 15, userId = Peter, type = OFFER]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:82 - Offer reduced: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:85 - Placed order: [ItemID = 1, PricePerUnit = 25, Quantity = 10, buyerId = Keith, sellerID = Peter]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 25, Quantity = 5, userId = Peter, type = OFFER]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 24, Quantity = 10, userId = Peter, type = OFFER]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:108 - Offer added: [ItemID = 1, PricePerUnit = 5, Quantity = 1, userId = Peter, type = OFFER]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 25, Quantity = 10, userId = Keith, type = BID]
2016-04-15 00:06:29 INFO  MarketplaceAuctionImpl:30 - Bid added: [ItemID = 1, PricePerUnit = 24, Quantity = 5, userId = Keith, type = BID]
